Pclass,Sex,Age,SibSp,Parch,Fare,FamilySize,IsAlone,Embarked_Q,Embarked_S,AgeGroup_Teen,AgeGroup_YoungAdult,AgeGroup_Adult,AgeGroup_Senior,Survived
2,1,0.4791666666666667,0,0,0.2,0.0,1,False,True,False,True,False,False,0
3,1,0.5833333333333333,0,0,0.12083384615384615,0.0,1,False,True,False,True,False,False,1
2,0,0.7083333333333333,0,0,0.2,0.0,1,False,True,False,False,True,False,0
2,1,0.3958333333333333,2,1,0.17692307692307693,0.42857142857142855,0,False,True,False,True,False,False,0
2,0,0.0,2,1,0.6000000000000001,0.42857142857142855,0,False,True,False,False,False,False,1
3,1,0.8645833333333333,0,0,0.11115384615384616,0.0,1,False,False,False,False,True,False,0
3,0,0.5624999999999999,0,0,0.13358923076923077,0.0,1,False,True,False,True,False,False,1
3,1,0.9166666666666666,0,0,0.12083384615384615,0.0,1,False,True,False,False,True,False,0
1,1,0.49999999999999994,0,0,0.4084615384615385,0.0,1,False,True,False,True,False,False,1
3,1,0.3125,0,0,0.12147384615384617,0.0,1,False,True,False,True,False,False,0
3,1,0.43749999999999994,0,0,0.11115384615384616,0.0,1,False,False,False,True,False,False,0
3,1,0.49999999999999994,1,0,0.37153846153846154,0.14285714285714285,0,True,False,False,True,False,False,0
3,1,0.4166666666666667,2,0,0.37153846153846154,0.2857142857142857,0,False,True,False,True,False,False,0
3,1,0.7291666666666666,1,5,0.48115384615384615,0.8571428571428572,0,False,True,False,False,True,False,0
3,0,0.08333333333333333,3,1,0.3242307692307692,0.5714285714285714,0,False,True,False,False,False,False,0
3,1,0.49999999999999994,0,0,0.12384615384615387,0.0,1,False,True,False,True,False,False,0
3,1,0.49999999999999994,0,0,0.11884615384615385,0.0,1,True,False,False,True,False,False,0
3,1,0.375,0,0,0.14384615384615385,0.0,1,False,True,False,True,False,False,0
2,0,0.062499999999999986,0,2,0.40384615384615385,0.2857142857142857,0,False,True,False,False,False,False,1
3,1,0.49999999999999994,0,0,0.11897384615384615,0.0,1,True,False,False,True,False,False,0
2,0,0.4166666666666667,1,2,1.0,0.42857142857142855,0,False,True,False,True,False,False,1
2,1,0.6666666666666666,0,0,0.2,0.0,1,False,True,False,False,True,False,0
3,1,0.49999999999999994,0,0,0.11923076923076924,0.0,1,True,False,False,True,False,False,0
3,1,0.10416666666666667,1,1,0.24461538461538462,0.2857142857142857,0,False,True,False,False,False,False,1
3,1,0.6458333333333333,0,0,0.10961538461538461,0.0,1,False,True,False,True,False,False,0
1,1,0.6249999999999999,0,0,0.4084615384615385,0.0,1,False,True,False,True,False,False,1
3,0,0.02083333333333333,4,2,0.4828846153846154,0.8571428571428572,0,False,True,False,False,False,False,1
2,0,0.4791666666666667,1,0,0.21320461538461538,0.14285714285714285,0,False,False,False,True,False,False,1
3,0,0.8958333333333333,1,0,0.2230769230769231,0.14285714285714285,0,False,True,False,False,True,False,0
1,1,0.6458333333333333,0,0,0.40442307692307694,0.0,1,False,True,False,True,False,False,1
3,1,0.40625,0,0,0.11121846153846154,0.0,1,False,False,False,True,False,False,0
3,1,0.5416666666666666,0,0,0.11115384615384616,0.0,1,False,False,False,True,False,False,0
3,0,0.4791666666666667,0,1,0.19192307692307692,0.14285714285714285,0,False,True,False,True,False,False,1
1,0,0.7291666666666666,1,0,0.86,0.14285714285714285,0,False,True,False,False,True,False,1
2,1,0.5624999999999999,0,0,0.16153846153846155,0.0,1,False,True,False,True,False,False,0
3,0,0.5208333333333333,1,1,0.1609615384615385,0.2857142857142857,0,False,True,False,True,False,False,0
3,1,0.49999999999999994,0,0,0.12147384615384617,0.0,1,False,True,False,True,False,False,0
3,1,0.2916666666666667,1,1,0.12083384615384615,0.2857142857142857,0,False,True,True,False,False,False,0
3,1,0.49999999999999994,0,0,0.12384615384615387,0.0,1,False,True,False,True,False,False,0
2,1,0.6666666666666666,0,0,0.1980769230769231,0.0,1,False,False,False,False,True,False,0
3,1,0.3125,0,0,0.12147384615384617,0.0,1,False,True,False,True,False,False,0
3,1,0.49999999999999994,0,0,0.11615384615384616,0.0,1,False,True,False,True,False,False,0
3,0,0.3958333333333333,0,0,0.12192307692307693,0.0,1,False,True,False,True,False,False,0
2,0,0.6666666666666666,0,0,0.2,0.0,1,False,True,False,False,True,False,1
3,1,0.49999999999999994,0,0,0.10692307692307693,0.0,1,True,False,False,True,False,False,0
2,1,0.6249999999999999,1,0,0.3230769230769231,0.14285714285714285,0,False,True,False,True,False,False,0
3,0,0.04166666666666667,4,2,0.48115384615384615,0.8571428571428572,0,False,True,False,False,False,False,0
3,0,0.2916666666666667,0,0,0.11961538461538462,0.0,1,False,True,True,False,False,False,0
3,1,0.6666666666666666,0,0,0.0,0.0,1,False,True,False,False,True,False,0
3,1,0.5416666666666666,0,0,0.12147384615384617,0.0,1,False,True,False,True,False,False,0
3,0,0.49999999999999994,0,0,0.11923076923076924,0.0,1,True,False,False,True,False,False,1
3,1,0.49999999999999994,0,0,0.1125,0.0,1,False,True,False,True,False,False,0
3,1,0.4791666666666667,0,0,0.13326923076923078,0.0,1,False,True,False,True,False,False,1
3,1,0.49999999999999994,0,0,0.11115384615384616,0.0,1,False,False,False,True,False,False,0
3,1,0.49999999999999994,1,1,0.23455076923076923,0.2857142857142857,0,False,False,False,True,False,False,1
2,0,0.5416666666666666,0,0,0.19,0.0,1,True,False,False,True,False,False,1
3,0,0.49999999999999994,0,2,0.11923076923076924,0.2857142857142857,0,True,False,False,True,False,False,0
2,1,0.2916666666666667,0,0,0.17692307692307693,0.0,1,False,True,True,False,False,False,0
2,1,0.08333333333333333,1,1,0.5653846153846154,0.2857142857142857,0,False,True,False,False,False,False,1
2,0,0.9583333333333331,0,0,0.16153846153846155,0.0,1,False,True,False,False,True,False,1
3,1,0.5520833333333333,0,0,0.12384615384615387,0.0,1,False,True,False,True,False,False,0
2,1,0.8124999999999999,1,1,0.40384615384615385,0.2857142857142857,0,False,True,False,False,True,False,0
1,1,0.49999999999999994,0,0,0.5461538461538462,0.0,1,False,True,False,True,False,False,1
3,0,0.49999999999999994,0,0,0.12121846153846154,0.0,1,True,False,False,True,False,False,1
3,0,0.49999999999999994,0,0,0.12384615384615387,0.0,1,False,True,False,True,False,False,0
2,0,0.4583333333333333,1,1,0.4,0.2857142857142857,0,False,True,False,True,False,False,0
2,0,0.49999999999999994,0,0,0.19,0.0,1,True,False,False,True,False,False,1
2,0,0.375,1,1,0.4461538461538462,0.2857142857142857,0,False,True,False,True,False,False,1
2,0,0.49999999999999994,0,0,0.2,0.0,1,False,True,False,True,False,False,1
3,1,0.49999999999999994,0,0,0.2230769230769231,0.0,1,False,True,False,True,False,False,0
3,1,0.49999999999999994,0,0,0.8691661538461539,0.0,1,False,True,False,True,False,False,0
3,1,0.49999999999999994,0,0,0.37153846153846154,0.0,1,True,False,False,True,False,False,0
2,1,0.6666666666666666,0,0,0.16153846153846155,0.0,1,False,True,False,False,True,False,0
3,0,0.49999999999999994,0,0,0.11923076923076924,0.0,1,True,False,False,True,False,False,0
1,1,0.49999999999999994,0,0,0.47224307692307693,0.0,1,False,False,False,True,False,False,0
3,1,0.49999999999999994,0,0,0.23846153846153847,0.0,1,True,False,False,True,False,False,0
3,1,0.375,0,0,0.12147384615384617,0.0,1,False,True,False,True,False,False,0
3,1,0.375,0,0,0.13846153846153847,0.0,1,False,True,False,True,False,False,0
2,0,0.5833333333333333,0,0,0.2,0.0,1,False,True,False,True,False,False,1
3,1,0.49999999999999994,0,0,0.11923076923076924,0.0,1,True,False,False,True,False,False,0
2,1,0.7291666666666666,0,0,0.2,0.0,1,False,True,False,False,True,False,0
3,1,0.062499999999999986,4,1,0.4480769230769231,0.7142857142857142,0,True,False,False,False,False,False,0
1,1,0.5624999999999999,1,0,0.8769230769230769,0.14285714285714285,0,False,True,False,True,False,False,1
3,0,0.5416666666666666,1,1,0.37153846153846154,0.2857142857142857,0,False,True,False,True,False,False,0
3,0,0.2916666666666667,2,0,0.27692307692307694,0.2857142857142857,0,False,True,True,False,False,False,0
3,1,0.3125,0,0,0.10384615384615385,0.0,1,True,False,False,True,False,False,0
2,0,0.2708333333333333,0,0,0.18461538461538463,0.0,1,False,False,True,False,False,False,1
3,0,0.49999999999999994,0,0,0.12519230769230769,0.0,1,True,False,False,True,False,False,0
3,1,0.49999999999999994,0,0,0.12384615384615387,0.0,1,False,True,False,True,False,False,0
2,1,0.5416666666666666,0,0,0.16153846153846155,0.0,1,False,True,False,True,False,False,0
3,1,0.8333333333333333,0,1,0.24769230769230774,0.14285714285714285,0,False,True,False,False,True,False,0
3,0,0.49999999999999994,1,0,0.23846153846153847,0.14285714285714285,0,True,False,False,True,False,False,1
1,1,0.49999999999999994,0,0,0.6092307692307692,0.0,1,False,False,False,True,False,False,0
3,1,0.5104166666666666,0,0,0.11121846153846154,0.0,1,False,False,False,True,False,False,0
3,1,0.7499999999999999,0,0,0.12147384615384617,0.0,1,False,True,False,False,True,False,0
3,0,0.14583333333333331,4,2,0.48115384615384615,0.8571428571428572,0,False,True,False,False,False,False,0
2,1,0.3958333333333333,0,0,0.23147384615384617,0.0,1,False,False,False,True,False,False,0
1,0,0.9583333333333331,0,0,0.44173076923076926,0.0,1,False,False,False,False,True,False,0
3,0,0.7083333333333333,1,5,0.4828846153846154,0.8571428571428572,0,False,True,False,False,True,False,1
1,1,0.5624999999999999,1,0,0.8,0.14285714285714285,0,False,True,False,True,False,False,0
3,1,0.49999999999999994,0,0,0.13326923076923078,0.0,1,False,True,False,True,False,False,0
3,1,0.2916666666666667,0,0,0.11993538461538462,0.0,1,False,True,True,False,False,False,0
3,1,0.3958333333333333,0,0,0.12083384615384615,0.0,1,False,True,False,True,False,False,0
3,1,0.5833333333333333,0,0,0.12147384615384617,0.0,1,False,True,False,True,False,False,0
1,1,0.6666666666666666,0,0,0.40442307692307694,0.0,1,False,True,False,False,True,False,1
2,0,0.9583333333333331,0,0,0.16153846153846155,0.0,1,False,True,False,False,True,False,1
1,1,0.7499999999999999,0,0,0.0,0.0,1,False,True,False,False,True,False,0
2,1,0.9791666666666666,0,0,0.19269230769230772,0.0,1,False,True,False,False,True,False,0
3,0,0.2916666666666667,0,1,0.2223723076923077,0.14285714285714285,0,False,False,True,False,False,False,0
3,1,0.3125,0,0,0.12384615384615387,0.0,1,False,True,False,True,False,False,1
3,0,0.02083333333333333,2,1,0.29628153846153843,0.42857142857142855,0,False,False,False,False,False,False,1
3,1,0.3333333333333333,0,0,0.10846153846153847,0.0,1,False,True,False,True,False,False,0
1,1,0.49999999999999994,0,0,0.0,0.0,1,False,True,False,True,False,False,0
3,1,0.375,1,0,0.11153846153846154,0.14285714285714285,0,False,True,False,True,False,False,0
3,1,0.49999999999999994,0,0,0.11153846153846154,0.0,1,False,True,False,True,False,False,0
2,1,0.49999999999999994,0,0,0.0,0.0,1,False,True,False,True,False,False,0
3,0,0.49999999999999994,0,0,0.11980769230769231,0.0,1,True,False,False,True,False,False,1
2,1,0.49999999999999994,0,0,0.0,0.0,1,False,True,False,True,False,False,0
3,0,0.4791666666666667,0,2,0.17128153846153849,0.2857142857142857,0,False,True,False,True,False,False,1
3,1,0.375,0,0,0.11993538461538462,0.0,1,False,True,False,True,False,False,0
3,1,0.4583333333333333,1,0,0.12083384615384615,0.14285714285714285,0,False,True,False,True,False,False,0
2,0,0.49999999999999994,0,0,0.2,0.0,1,False,True,False,True,False,False,1
3,1,0.4270833333333333,0,0,0.12384615384615387,0.0,1,False,True,False,True,False,False,0
3,1,0.4583333333333333,2,0,0.13326923076923078,0.2857142857142857,0,False,True,False,True,False,False,0
2,0,0.7916666666666666,0,0,0.2,0.0,1,False,True,False,False,True,False,1
2,1,0.49999999999999994,0,0,0.0,0.0,1,False,True,False,True,False,False,0
3,0,0.49999999999999994,0,0,0.11615384615384616,0.0,1,False,True,False,True,False,False,0
2,0,0.7916666666666666,1,0,0.4,0.14285714285714285,0,False,True,False,False,True,False,1
3,1,0.49999999999999994,0,0,0.11923076923076924,0.0,1,True,False,False,True,False,False,0
2,0,0.6249999999999999,0,1,0.35384615384615387,0.14285714285714285,0,False,True,False,True,False,False,1
3,0,0.49999999999999994,0,0,0.11115384615384616,0.0,1,False,False,False,True,False,False,1
3,1,0.49999999999999994,0,0,0.12480769230769233,0.0,1,False,True,False,True,False,False,1
3,1,0.49999999999999994,0,0,0.11121846153846154,0.0,1,False,False,False,True,False,False,1
3,1,0.7291666666666666,0,0,0.12192307692307693,0.0,1,False,True,False,False,True,False,0
3,1,0.49999999999999994,3,1,0.3917953846153846,0.5714285714285714,0,False,True,False,True,False,False,0
3,0,0.49999999999999994,1,0,0.23846153846153847,0.14285714285714285,0,True,False,False,True,False,False,1
2,1,0.8749999999999999,0,0,0.4,0.0,1,False,True,False,False,True,False,0
3,0,0.49999999999999994,3,1,0.3917953846153846,0.5714285714285714,0,False,True,False,True,False,False,0
3,1,0.49999999999999994,0,0,0.11121846153846154,0.0,1,False,False,False,True,False,False,0
1,1,0.7499999999999999,0,0,0.47692307692307695,0.0,1,False,False,False,False,True,False,1
3,1,0.08333333333333333,4,1,0.4480769230769231,0.7142857142857142,0,True,False,False,False,False,False,0
1,1,0.7916666666666666,1,0,0.8,0.14285714285714285,0,False,True,False,False,True,False,0
3,1,0.5416666666666666,0,0,0.12384615384615387,0.0,1,False,True,False,True,False,False,0
3,0,0.4166666666666667,0,2,0.2569230769230769,0.2857142857142857,0,False,True,False,True,False,False,1
2,0,0.5416666666666666,0,0,0.2,0.0,1,False,True,False,True,False,False,1
3,0,0.20833333333333331,1,0,0.17294923076923077,0.14285714285714285,0,False,False,True,False,False,False,1
3,1,0.43749999999999994,1,0,0.27384615384615385,0.14285714285714285,0,False,True,False,True,False,False,0
3,1,0.6458333333333333,0,0,0.10846153846153847,0.0,1,False,True,False,True,False,False,0
3,1,0.6354166666666666,0,0,0.09903846153846155,0.0,1,False,False,False,True,False,False,0
3,0,0.25,0,0,0.11897384615384615,0.0,1,True,False,True,False,False,False,1
2,1,0.6249999999999999,0,0,0.2,0.0,1,False,True,False,True,False,False,1
3,1,0.22916666666666669,1,1,0.11121846153846154,0.2857142857142857,0,False,False,True,False,False,False,0
3,1,0.4166666666666667,0,0,0.12384615384615387,0.0,1,False,True,False,True,False,False,0
3,1,0.5624999999999999,0,0,0.12192307692307693,0.0,1,False,True,False,True,False,False,1
3,1,0.6249999999999999,0,0,0.09993538461538462,0.0,1,False,True,False,True,False,False,0
3,0,0.2916666666666667,0,0,0.15141076923076924,0.0,1,False,True,True,False,False,False,1
3,1,0.43749999999999994,0,0,0.12147384615384617,0.0,1,False,True,False,True,False,False,0
3,1,0.43749999999999994,1,0,0.11961538461538462,0.14285714285714285,0,False,True,False,True,False,False,1
2,1,0.3125,0,0,0.16153846153846155,0.0,1,False,True,False,True,False,False,0
1,0,0.9166666666666666,0,0,0.3989107692307693,0.0,1,False,True,False,False,True,False,1
1,1,0.49999999999999994,0,0,0.0,0.0,1,False,True,False,True,False,False,0
2,1,0.4166666666666667,0,0,0.16153846153846155,0.0,1,False,True,False,True,False,False,0
1,1,0.9583333333333331,1,0,0.86,0.14285714285714285,0,False,True,False,False,True,False,0
3,0,0.5520833333333333,0,0,0.11923076923076924,0.0,1,True,False,False,True,False,False,0
3,1,0.375,0,0,0.11153846153846154,0.0,1,False,True,False,True,False,False,0
3,1,0.3541666666666667,0,0,0.11897384615384615,0.0,1,True,False,False,True,False,False,0
3,1,0.2708333333333333,0,0,0.13326923076923078,0.0,1,False,True,True,False,False,False,0
1,1,0.6874999999999999,0,1,0.45692307692307693,0.14285714285714285,0,False,False,False,False,True,False,0
3,1,0.5208333333333333,1,0,0.10839692307692309,0.14285714285714285,0,False,True,False,True,False,False,0
3,1,0.3333333333333333,0,0,0.12384615384615387,0.0,1,False,True,False,True,False,False,0
3,1,0.49999999999999994,0,0,0.11115384615384616,0.0,1,False,False,False,True,False,False,0
2,0,0.43749999999999994,0,1,0.4,0.14285714285714285,0,False,True,False,True,False,False,1
1,0,0.49999999999999994,1,0,0.7978846153846154,0.14285714285714285,0,False,True,False,True,False,False,1
3,1,0.7499999999999999,0,0,0.11115384615384616,0.0,1,False,False,False,False,True,False,0
3,1,0.6041666666666666,0,0,0.11961538461538462,0.0,1,False,True,False,True,False,False,0
2,1,0.49999999999999994,0,0,0.0,0.0,1,False,True,False,True,False,False,0
2,1,0.49999999999999994,0,1,0.5076923076923077,0.14285714285714285,0,False,True,False,True,False,False,0
3,1,0.6249999999999999,0,0,0.12384615384615387,0.0,1,False,True,False,True,False,False,0
3,1,0.3541666666666667,0,0,0.1297430769230769,0.0,1,False,True,False,True,False,False,0
2,1,0.43749999999999994,1,0,0.4,0.14285714285714285,0,False,True,False,True,False,False,0
3,1,0.49999999999999994,0,0,0.11121846153846154,0.0,1,False,False,False,True,False,False,0
2,0,0.6041666666666666,0,2,0.4,0.2857142857142857,0,False,True,False,True,False,False,1
3,0,0.3541666666666667,0,0,0.11923076923076924,0.0,1,True,False,False,True,False,False,0
2,0,0.3958333333333333,0,0,0.21218,0.0,1,False,False,False,True,False,False,1
1,0,0.3125,0,2,0.40435846153846156,0.2857142857142857,0,False,True,False,True,False,False,1
2,1,0.7916666666666666,0,0,0.2,0.0,1,False,True,False,False,True,False,1
3,1,0.43749999999999994,0,0,0.0,0.0,1,False,True,False,True,False,False,1
2,0,0.6458333333333333,0,0,0.3230769230769231,0.0,1,False,True,False,True,False,False,1
3,1,0.0,1,1,0.17128153846153849,0.2857142857142857,0,False,True,False,False,False,False,1
3,1,0.49999999999999994,0,0,0.12147384615384617,0.0,1,False,True,False,True,False,False,0
3,1,0.25,0,0,0.11961538461538462,0.0,1,False,True,True,False,False,False,0
3,1,0.49999999999999994,0,0,0.11923076923076924,0.0,1,True,False,False,True,False,False,0
3,1,0.3541666666666667,0,0,0.12384615384615387,0.0,1,False,True,False,True,False,False,0
3,1,0.3333333333333333,0,0,0.11121846153846154,0.0,1,False,False,False,True,False,False,1
3,1,0.7499999999999999,1,1,0.23846153846153847,0.2857142857142857,0,True,False,False,False,True,False,0
3,1,0.8333333333333333,0,0,0.12384615384615387,0.0,1,False,True,False,False,True,False,0
1,0,0.9374999999999999,0,0,0.3989107692307693,0.0,1,False,True,False,False,True,False,1
2,0,0.4166666666666667,2,3,0.2884615384615385,0.7142857142857142,0,False,True,False,True,False,False,1
3,0,0.7708333333333333,0,2,0.31096153846153846,0.2857142857142857,0,False,True,False,False,True,False,0
3,1,0.3541666666666667,0,0,0.12192307692307693,0.0,1,False,True,False,True,False,False,0
1,1,0.3125,1,0,0.816923076923077,0.14285714285714285,0,False,True,False,True,False,False,0
3,0,0.49999999999999994,2,0,0.3576923076923077,0.2857142857142857,0,True,False,False,True,False,False,1
3,0,0.5833333333333333,1,1,0.23846153846153847,0.2857142857142857,0,True,False,False,True,False,False,0
3,1,0.25,0,0,0.12384615384615387,0.0,1,False,True,True,False,False,False,0
1,0,0.6041666666666666,1,0,0.816923076923077,0.14285714285714285,0,False,True,False,True,False,False,1
3,0,0.49999999999999994,0,0,0.11923076923076924,0.0,1,True,False,False,True,False,False,1
3,1,0.25,0,0,0.14615384615384616,0.0,1,False,True,True,False,False,False,0
3,1,0.49999999999999994,0,0,0.11153846153846154,0.0,1,False,True,False,True,False,False,0
2,1,0.7291666666666666,0,0,0.4,0.0,1,False,True,False,False,True,False,0
3,0,0.8541666666666666,0,1,0.2223723076923077,0.14285714285714285,0,False,False,False,False,True,False,0
3,1,0.20833333333333331,5,2,0.7215384615384616,1.0,0,False,True,True,False,False,False,0
3,1,0.5833333333333333,0,0,0.12384615384615387,0.0,1,False,True,False,True,False,False,1
1,1,0.8958333333333333,0,0,0.39365384615384613,0.0,1,False,True,False,False,True,False,0
3,1,0.5104166666666666,0,0,0.24769230769230774,0.0,1,False,True,False,True,False,False,0
